meteorite_name,id,recclass,mass (g),fall,year,reclat,reclong,geometry,continent,country
Dar al Gani 148,5696,H5,1006,Found,1996,27.04567,16.3795,POINT (16.3795 27.04567),Africa,Libya
Dar al Gani 149,5697,L3-5,116,Found,1996,27.0465,16.37267,POINT (16.37267 27.0465),Africa,Libya
Dar al Gani 150,5698,H6,218,Found,1996,27.14033,16.20467,POINT (16.20467 27.14033),Africa,Libya
Dar al Gani 151,5699,H5,130,Found,1996,27.185,16.1335,POINT (16.1335 27.185),Africa,Libya
Dar al Gani 152,5700,L6,118,Found,1996,27.186,16.13083,POINT (16.13083 27.186),Africa,Libya
Dar al Gani 153,5701,H6,145,Found,1996,27.18667,16.12283,POINT (16.12283 27.18667),Africa,Libya
Dar al Gani 154,5702,H6,259,Found,1996,27.1915,16.115,POINT (16.115 27.1915),Africa,Libya
Dar al Gani 155,5703,H5,1380,Found,1996,27.15617,16.029,POINT (16.029 27.15617),Africa,Libya
Dar al Gani 156,5704,H6,107,Found,1996,27.111,16.02167,POINT (16.02167 27.111),Africa,Libya
Dar al Gani 157,5705,H6,63,Found,1996,27.11067,16.02583,POINT (16.02583 27.11067),Africa,Libya
Dar al Gani 158,5706,H6,70,Found,1996,27.108,16.071,POINT (16.071 27.108),Africa,Libya
Dar al Gani 159,5707,L6,326,Found,1996,27.12017,16.20833,POINT (16.20833 27.12017),Africa,Libya
Dar al Gani 160,5708,H4,347,Found,1996,27.13817,16.27233,POINT (16.27233 27.13817),Africa,Libya
Dar al Gani 161,5709,H5/6,120,Found,1996,27.03017,16.53683,POINT (16.53683 27.03017),Africa,Libya
Dar al Gani 162,5710,LL6,89,Found,1996,27.03083,16.5215,POINT (16.5215 27.03083),Africa,Libya
Dar al Gani 163,5711,H6,151,Found,1996,27.02683,16.5085,POINT (16.5085 27.02683),Africa,Libya
Dar al Gani 164,5712,Ureilite-pmict,57,Found,1996,27.0505,16.40517,POINT (16.40517 27.0505),Africa,Libya
Dar al Gani 165,5713,Ureilite-pmict,32,Found,1996,27.05117,16.39233,POINT (16.39233 27.05117),Africa,Libya
Dar al Gani 166,5714,H5,44,Found,1996,27.16533,16.14483,POINT (16.14483 27.16533),Africa,Libya
Dar al Gani 167,5715,H5-6,1732,Found,1996,27.18367,16.11583,POINT (16.11583 27.18367),Africa,Libya
Dar al Gani 168,5716,L6,533,Found,1996,27.24983,16.0205,POINT (16.0205 27.24983),Africa,Libya
Dar al Gani 169,5717,L6,814,Found,1996,27.63567,16.87778,POINT (16.87778 27.63567),Africa,Libya
Dar al Gani 170,5718,H5-6,759,Found,1996,27.69983,15.72694,POINT (15.72694 27.69983),Africa,Libya
Dar al Gani 171,5719,CO3,112,Found,1996,27.09617,16.02567,POINT (16.02567 27.09617),Africa,Libya
Dar al Gani 172,5720,H6,138,Found,1996,27.102,16.02017,POINT (16.02017 27.102),Africa,Libya
Dar al Gani 173,5721,CO3,492,Found,1996,27.11167,16.01333,POINT (16.01333 27.11167),Africa,Libya
Dar al Gani 174,5722,H5,452,Found,1996,27.1165,16.083,POINT (16.083 27.1165),Africa,Libya
Dar al Gani 175,5723,H5-6,1641,Found,1996,27.11783,16.08533,POINT (16.08533 27.11783),Africa,Libya
Dar al Gani 176,5724,H4,158,Found,1996,27.12483,16.12083,POINT (16.12083 27.12483),Africa,Libya
Dar al Gani 177,5725,LL6,133,Found,1996,27.127,16.12933,POINT (16.12933 27.127),Africa,Libya
Dar al Gani 178,5726,L6,640,Found,1996,27.141,16.16783,POINT (16.16783 27.141),Africa,Libya
Dar al Gani 179,5727,H4,72,Found,1996,27.152,16.197,POINT (16.197 27.152),Africa,Libya
Dar al Gani 180,5728,LL3.9,1700,Found,1996,27.2645,16.40867,POINT (16.40867 27.2645),Africa,Libya
Dar al Gani 181,5729,L6,113,Found,1996,27.07583,16.45333,POINT (16.45333 27.07583),Africa,Libya
Dar al Gani 182,5730,L6,377,Found,1996,27.07333,16.43083,POINT (16.43083 27.07333),Africa,Libya
Dar al Gani 183,5731,L6,612,Found,1996,27.07717,16.39817,POINT (16.39817 27.07717),Africa,Libya
Dar al Gani 184,5732,L6,314,Found,1996,27.07733,16.217,POINT (16.217 27.07733),Africa,Libya
Dar al Gani 185,5733,LL6,172,Found,1996,27.1485,16.0945,POINT (16.0945 27.1485),Africa,Libya
Dar al Gani 186,5734,CO3,599,Found,1996,27.10267,16.02833,POINT (16.02833 27.10267),Africa,Libya
Dar al Gani 187,5735,L6,393,Found,1996,27.10667,16.0085,POINT (16.0085 27.10667),Africa,Libya
Dar al Gani 188,5736,CO3,828,Found,1996,27.1705,15.94517,POINT (15.94517 27.1705),Africa,Libya
Dar al Gani 189,5737,CO3,3370,Found,1996,27.18283,15.94233,POINT (15.94233 27.18283),Africa,Libya
Dar al Gani 190,5738,CO3,2550,Found,1996,27.16467,15.943,POINT (15.943 27.16467),Africa,Libya
Dar al Gani 191,5739,CO3,1379,Found,1996,27.1615,15.95083,POINT (15.95083 27.1615),Africa,Libya
Dar al Gani 192,5740,CO3,3145,Found,1996,27.12817,16.004,POINT (16.004 27.12817),Africa,Libya
Dar al Gani 193,5741,H6,115,Found,1996,27.11833,16.01017,POINT (16.01017 27.11833),Africa,Libya
Dar al Gani 194,5742,CO3,581,Found,1996,27.09967,16.03467,POINT (16.03467 27.09967),Africa,Libya
Dar al Gani 195,5743,H6,299,Found,1996,27.0815,16.148,POINT (16.148 27.0815),Africa,Libya
Dar al Gani 196,5744,L6,331,Found,1996,27.09133,16.289,POINT (16.289 27.09133),Africa,Libya
Dar al Gani 197,5745,H5,46,Found,1996,27.03783,16.4685,POINT (16.4685 27.03783),Africa,Libya
Dar al Gani 198,5746,H6,337,Found,1996,27.04717,16.44133,POINT (16.44133 27.04717),Africa,Libya
Dar al Gani 199,5747,H6,1699,Found,1996,27.058,16.40217,POINT (16.40217 27.058),Africa,Libya
Dar al Gani 200,5748,H5-6,429,Found,1996,27.0715,16.091,POINT (16.091 27.0715),Africa,Libya
Dar al Gani 201,5749,H6,129,Found,1996,27.09583,16.03683,POINT (16.03683 27.09583),Africa,Libya
Dar al Gani 202,5750,H6,554,Found,1996,27.117,16.01533,POINT (16.01533 27.117),Africa,Libya
Dar al Gani 203,5751,CO3,378,Found,1996,27.1245,15.99167,POINT (15.99167 27.1245),Africa,Libya
Dar al Gani 204,5752,CO3,720,Found,1996,27.15117,15.9665,POINT (15.9665 27.15117),Africa,Libya
Dar al Gani 205,5753,H5-6,2195,Found,1996,27.643,15.90167,POINT (15.90167 27.643),Africa,Libya
Dar al Gani 206,5754,L6,122,Found,1996,27.62517,15.98217,POINT (15.98217 27.62517),Africa,Libya
Dar al Gani 207,5755,H5-6,66,Found,1996,27.624,16.05117,POINT (16.05117 27.624),Africa,Libya
Dar al Gani 208,5756,H5-6,113,Found,1996,27.62467,16.0545,POINT (16.0545 27.62467),Africa,Libya
Dar al Gani 209,5757,L6,184,Found,1996,27.62417,16.05983,POINT (16.05983 27.62417),Africa,Libya
Dar al Gani 210,5758,L6,182,Found,1996,27.62433,16.06233,POINT (16.06233 27.62433),Africa,Libya
Dar al Gani 211,5759,H6,505,Found,1996,27.54733,16.3655,POINT (16.3655 27.54733),Africa,Libya
Dar al Gani 212,5760,H6,147,Found,1996,27.6315,16.03333,POINT (16.03333 27.6315),Africa,Libya
Dar al Gani 213,5761,H6,136,Found,1996,27.12033,16.063,POINT (16.063 27.12033),Africa,Libya
Dar al Gani 214,5762,H6,231,Found,1996,27.12133,16.0685,POINT (16.0685 27.12133),Africa,Libya
Dar al Gani 215,5763,H6,3600,Found,1996,27.1275,16.104,POINT (16.104 27.1275),Africa,Libya
Dar al Gani 216,5764,L3,95,Found,1996,27.126,16.1065,POINT (16.1065 27.126),Africa,Libya
Dar al Gani 217,5765,H6,3550,Found,1996,27.13083,16.13233,POINT (16.13233 27.13083),Africa,Libya
Dar al Gani 218,5766,H5,157,Found,1996,27.1415,16.16483,POINT (16.16483 27.1415),Africa,Libya
Dar al Gani 219,5767,H6,174,Found,1996,27.25733,16.38217,POINT (16.38217 27.25733),Africa,Libya
Dar al Gani 220,5768,H5,719,Found,1996,27.37883,16.45383,POINT (16.45383 27.37883),Africa,Libya
Dar al Gani 221,5769,H4-6,211,Found,1996,27.44317,16.32933,POINT (16.32933 27.44317),Africa,Libya
Dar al Gani 222,5770,LL5-6,837,Found,1996,27.45333,16.31267,POINT (16.31267 27.45333),Africa,Libya
Dar al Gani 223,5771,L6,890,Found,1996,27.495,16.259,POINT (16.259 27.495),Africa,Libya
Dar al Gani 224,5772,H6,205,Found,1996,27.56417,16.15217,POINT (16.15217 27.56417),Africa,Libya
Dar al Gani 225,5773,H3.9,324,Found,1996,27.5775,16.13633,POINT (16.13633 27.5775),Africa,Libya
Dar al Gani 226,5774,CO3,90,Found,1997,27.086,16.03683,POINT (16.03683 27.086),Africa,Libya
Dar al Gani 227,5775,CO3,235,Found,1997,27.09017,16.032,POINT (16.032 27.09017),Africa,Libya
Dar al Gani 228,5776,CO3,738,Found,1997,27.13717,15.8445,POINT (15.8445 27.13717),Africa,Libya
Dar al Gani 229,5777,CO3,125,Found,1997,27.1405,15.97483,POINT (15.97483 27.1405),Africa,Libya
Dar al Gani 230,5778,CO3,438,Found,1997,27.15283,15.96267,POINT (15.96267 27.15283),Africa,Libya
Dar al Gani 231,5779,CO3,932,Found,1997,27.1685,15.95833,POINT (15.95833 27.1685),Africa,Libya
Dar al Gani 232,5780,H5,1338,Found,1997,27.16583,16.08617,POINT (16.08617 27.16583),Africa,Libya
Dar al Gani 233,5781,L3.9-6,172,Found,1997,27.16533,16.21317,POINT (16.21317 27.16533),Africa,Libya
Dar al Gani 234,5782,L6,244,Found,1997,27.17717,16.26683,POINT (16.26683 27.17717),Africa,Libya
Dar al Gani 235,5783,H5/6,193,Found,1997,27.18567,16.31833,POINT (16.31833 27.18567),Africa,Libya
Dar al Gani 236,5784,H6,189,Found,1997,27.194,16.36133,POINT (16.36133 27.194),Africa,Libya
Dar al Gani 237,5785,L6,437,Found,1997,27.09933,16.37983,POINT (16.37983 27.09933),Africa,Libya
Dar al Gani 238,5786,H6,134,Found,1997,27.15217,16.05683,POINT (16.05683 27.15217),Africa,Libya
Dar al Gani 239,5787,H6,335,Found,1997,27.18267,16.0905,POINT (16.0905 27.18267),Africa,Libya
Dar al Gani 240,5788,H4,39,Found,1997,27.19483,16.06917,POINT (16.06917 27.19483),Africa,Libya
Dar al Gani 241,5789,H-an,24,Found,1997,27.1975,16.062,POINT (16.062 27.1975),Africa,Libya
Dar al Gani 242,5790,H-an,69,Found,1997,27.2025,16.05267,POINT (16.05267 27.2025),Africa,Libya
Dar al Gani 243,5791,L6,297,Found,1997,27.216,16.03233,POINT (16.03233 27.216),Africa,Libya
Dar al Gani 244,5792,H5,115,Found,1997,27.18617,16.11117,POINT (16.11117 27.18617),Africa,Libya
Dar al Gani 245,5793,H6,224,Found,1997,27.188,16.12883,POINT (16.12883 27.188),Africa,Libya
Dar al Gani 246,5794,L6,61,Found,1997,27.1885,16.13083,POINT (16.13083 27.1885),Africa,Libya
Dar al Gani 247,5795,LL6,107,Found,1997,27.2035,16.2,POINT (16.2 27.2035),Africa,Libya
Dar al Gani 248,5796,H6,1890,Found,1997,27.20667,16.2045,POINT (16.2045 27.20667),Africa,Libya
Dar al Gani 249,5797,H6,62,Found,1997,27.21017,16.22083,POINT (16.22083 27.21017),Africa,Libya
Dar al Gani 250,5798,CK4/5,57,Found,1997,27.21833,16.25417,POINT (16.25417 27.21833),Africa,Libya
Dar al Gani 251,5799,L6,2412,Found,1997,27.11583,16.37683,POINT (16.37683 27.11583),Africa,Libya
Dar al Gani 252,5800,LL6,206,Found,1997,27.1145,16.35517,POINT (16.35517 27.1145),Africa,Libya
Dar al Gani 253,5801,L6,237,Found,1997,27.11483,16.34333,POINT (16.34333 27.11483),Africa,Libya
Dar al Gani 254,5802,LL6,617,Found,1997,27.11267,16.31583,POINT (16.31583 27.11267),Africa,Libya
Dar al Gani 255,5803,L5,374,Found,1997,27.11217,16.29633,POINT (16.29633 27.11217),Africa,Libya
Dar al Gani 256,5804,LL5-6,7141,Found,1997,27.06117,16.17817,POINT (16.17817 27.06117),Africa,Libya
Dar al Gani 257,5805,LL5-6,135,Found,1997,27.06967,16.1675,POINT (16.1675 27.06967),Africa,Libya
Dar al Gani 258,5806,L6,76,Found,1997,27.10733,16.12633,POINT (16.12633 27.10733),Africa,Libya
Dar al Gani 259,5807,H6,578,Found,1997,27.14533,16.08367,POINT (16.08367 27.14533),Africa,Libya
Dar al Gani 260,5808,H6,116,Found,1997,27.14767,16.08083,POINT (16.08083 27.14767),Africa,Libya
Dar al Gani 261,5809,H5/6,220,Found,1997,27.165,16.02083,POINT (16.02083 27.165),Africa,Libya
Dar al Gani 262,5810,Lunar (anorth),513,Found,1997,27.18367,16.30033,POINT (16.30033 27.18367),Africa,Libya
Dar al Gani 263,5811,H4,151,Found,1997,27.1885,16.31483,POINT (16.31483 27.1885),Africa,Libya
Dar al Gani 264,5812,L/LL3-6,68,Found,1997,27.20267,16.42083,POINT (16.42083 27.20267),Africa,Libya
Dar al Gani 265,5813,LL6,119,Found,1997,27.10383,16.38867,POINT (16.38867 27.10383),Africa,Libya
Dar al Gani 266,5814,LL6,178,Found,1997,27.10633,16.374,POINT (16.374 27.10633),Africa,Libya
Dar al Gani 267,5815,L5,791,Found,1997,27.11133,16.27967,POINT (16.27967 27.11133),Africa,Libya
Dar al Gani 268,5816,H6,128,Found,1997,27.12317,16.223,POINT (16.223 27.12317),Africa,Libya
Dar al Gani 269,5817,H6,307,Found,1997,27.12833,16.20967,POINT (16.20967 27.12833),Africa,Libya
Dar al Gani 270,5818,H5-6,175,Found,1997,27.18383,16.12883,POINT (16.12883 27.18383),Africa,Libya
Dar al Gani 274,5822,L6,657,Found,1997,27.25117,16.07333,POINT (16.07333 27.25117),Africa,Libya
Dar al Gani 275,5823,CK4/5,492,Found,1997,27.36233,16.08967,POINT (16.08967 27.36233),Africa,Libya
Dar al Gani 276,5824,Eucrite-pmict,98,Found,1997,27.3775,16.19317,POINT (16.19317 27.3775),Africa,Libya
Dar al Gani 277,5825,L/LL3-5,125,Found,1997,27.3615,16.2145,POINT (16.2145 27.3615),Africa,Libya
Dar al Gani 278,5826,L6,97,Found,1997,27.37817,16.31217,POINT (16.31217 27.37817),Africa,Libya
Dar al Gani 280,5828,L6,155,Found,1997,27.40867,16.3185,POINT (16.3185 27.40867),Africa,Libya
Dar al Gani 281,5829,L6,80,Found,1997,27.4595,16.07667,POINT (16.07667 27.4595),Africa,Libya
Dar al Gani 282,5830,L6,128,Found,1997,27.45967,16.07267,POINT (16.07267 27.45967),Africa,Libya
Dar al Gani 283,5831,L5,145,Found,1997,27.4715,16.296,POINT (16.296 27.4715),Africa,Libya
Dar al Gani 284,5832,L4-6,299,Found,1997,27.53817,16.44233,POINT (16.44233 27.53817),Africa,Libya
Dar al Gani 285,5833,L6,87,Found,1997,27.25383,16.30233,POINT (16.30233 27.25383),Africa,Libya
Dar al Gani 286,5834,H5,367,Found,1997,27.26183,16.26133,POINT (16.26133 27.26183),Africa,Libya
Dar al Gani 287,5835,L5,337,Found,1997,27.2855,16.176,POINT (16.176 27.2855),Africa,Libya
Dar al Gani 288,5836,LL3,110,Found,1997,27.32667,16.09567,POINT (16.09567 27.32667),Africa,Libya
Dar al Gani 289,5837,CO3,98,Found,1997,27.0875,16.051,POINT (16.051 27.0875),Africa,Libya
Dar al Gani 290,5838,L5/6,730,Found,1997,27.08817,16.0575,POINT (16.0575 27.08817),Africa,Libya
Dar al Gani 291,5839,CO3,55,Found,1997,27.08733,16.058,POINT (16.058 27.08733),Africa,Libya
Dar al Gani 292,5840,L5,78,Found,1997,27.09967,16.11783,POINT (16.11783 27.09967),Africa,Libya
Dar al Gani 293,5841,L6,285,Found,1997,27.1025,16.134,POINT (16.134 27.1025),Africa,Libya
Dar al Gani 294,5842,LL4,1616,Found,1997,27.202,16.36733,POINT (16.36733 27.202),Africa,Libya
Dar al Gani 295,5843,H6,190,Found,1997,27.23,16.31217,POINT (16.31217 27.23),Africa,Libya
Dar al Gani 296,5844,H4,384,Found,1997,27.29133,16.21333,POINT (16.21333 27.29133),Africa,Libya
Dar al Gani 297,5845,L6,255,Found,1997,27.325,16.165,POINT (16.165 27.325),Africa,Libya
Dar al Gani 298,5846,LL4,2459,Found,1997,26.78917,16.70467,POINT (16.70467 26.78917),Africa,Libya
Dar al Gani 299,5847,H4,177,Found,1997,26.77167,16.11133,POINT (16.11133 26.77167),Africa,Libya
Dar al Gani 300,5848,H3-5,118,Found,1997,26.94467,16.17933,POINT (16.17933 26.94467),Africa,Libya
Dar al Gani 301,5849,L6,217,Found,1997,26.9715,16.45133,POINT (16.45133 26.9715),Africa,Libya
Dar al Gani 302,5850,H5,191,Found,1997,26.97,16.4625,POINT (16.4625 26.97),Africa,Libya
Dar al Gani 303,5851,CO3,365,Found,1997,27.135,16.2335,POINT (16.2335 27.135),Africa,Libya
Dar al Gani 304,5852,H6,128,Found,1997,27.1685,16.1845,POINT (16.1845 27.1685),Africa,Libya
Dar al Gani 305,5853,LL5,339,Found,1997,27.28617,16.07467,POINT (16.07467 27.28617),Africa,Libya
Dar al Gani 306,5854,H5/6,616,Found,1997,27.70467,16.18917,POINT (16.18917 27.70467),Africa,Libya
Dar al Gani 307,5855,L6,370,Found,1997,27.52367,16.15117,POINT (16.15117 27.52367),Africa,Libya
Dar al Gani 308,5856,H6,394,Found,1997,27.38467,16.12867,POINT (16.12867 27.38467),Africa,Libya
Dar al Gani 309,5857,L6,132,Found,1997,27.51283,16.16267,POINT (16.16267 27.51283),Africa,Libya
Dar al Gani 310,5858,H5/6,96,Found,1997,27.292,16.112,POINT (16.112 27.292),Africa,Libya
Dar al Gani 311,5859,H6,707,Found,1997,27.1595,16.05283,POINT (16.05283 27.1595),Africa,Libya
Dar al Gani 312,5860,H6,117,Found,1997,27.08867,16.14317,POINT (16.14317 27.08867),Africa,Libya
Dar al Gani 313,5861,L/LL3,3294,Found,1997,26.80733,15.9015,POINT (15.9015 26.80733),Africa,Libya
Dar al Gani 314,5862,L6,76,Found,1997,27.12117,16.331,POINT (16.331 27.12117),Africa,Libya
Dar al Gani 315,5863,H3-5,525,Found,1997,27.12217,16.312,POINT (16.312 27.12217),Africa,Libya
Dar al Gani 316,5864,L6,721,Found,1997,27.2435,16.081,POINT (16.081 27.2435),Africa,Libya
Dar al Gani 317,5865,L6,145,Found,1997,27.01333,16.1875,POINT (16.1875 27.01333),Africa,Libya
Dar al Gani 318,5866,H3,4236,Found,1997,27.14317,15.873,POINT (15.873 27.14317),Africa,Libya
Dar al Gani 319,5867,Ureilite-pmict,740,Found,1997,27.028,16.35867,POINT (16.35867 27.028),Africa,Libya
Dar al Gani 320,5868,L6,189,Found,1997,27.03383,16.326,POINT (16.326 27.03383),Africa,Libya
Dar al Gani 321,5869,H5,213,Found,1997,27.09867,16.14133,POINT (16.14133 27.09867),Africa,Libya
Dar al Gani 322,5870,H4,1126,Found,1997,27.09917,16.14033,POINT (16.14033 27.09917),Africa,Libya
Dar al Gani 323,5871,L4,2711,Found,1997,28.3,15.7175,POINT (15.7175 28.3),Africa,Libya
Dar al Gani 324,5872,H6,433,Found,1997,28.1815,15.64783,POINT (15.64783 28.1815),Africa,Libya
Dar al Gani 325,5873,H5,274,Found,1997,28.206,15.6355,POINT (15.6355 28.206),Africa,Libya
Dar al Gani 326,5874,L6,386,Found,1997,27.839,15.877,POINT (15.877 27.839),Africa,Libya
Dar al Gani 327,5875,H3,50,Found,1997,27.84067,15.88567,POINT (15.88567 27.84067),Africa,Libya
Dar al Gani 328,5876,L6,630,Found,1997,27.84267,15.8995,POINT (15.8995 27.84267),Africa,Libya
Dar al Gani 329,5877,H5,234,Found,1997,27.129,16.2655,POINT (16.2655 27.129),Africa,Libya
Dar al Gani 330,5878,L5,353,Found,1997,27.10417,16.1175,POINT (16.1175 27.10417),Africa,Libya
Dar al Gani 331,5879,CO3,194,Found,1997,27.1095,16.0745,POINT (16.0745 27.1095),Africa,Libya
Dar al Gani 332,5880,CO3,280,Found,1997,27.10467,16.00867,POINT (16.00867 27.10467),Africa,Libya
Dar al Gani 333,5881,H5-6,1050,Found,1997,27.13017,16.23183,POINT (16.23183 27.13017),Africa,Libya
Dar al Gani 334,5882,L6,422,Found,1997,27.15517,16.2825,POINT (16.2825 27.15517),Africa,Libya
Dar al Gani 335,5883,H5,147,Found,1997,27.2035,16.3115,POINT (16.3115 27.2035),Africa,Libya
Dar al Gani 336,5884,H5/6,171,Found,1997,27.19367,16.20767,POINT (16.20767 27.19367),Africa,Libya
Dar al Gani 337,5885,H6,142,Found,1997,27.182,16.15017,POINT (16.15017 27.182),Africa,Libya
Dar al Gani 338,5886,H6,131,Found,1997,27.179,16.11267,POINT (16.11267 27.179),Africa,Libya
Dar al Gani 339,5887,H5,110,Found,1997,27.1725,16.08133,POINT (16.08133 27.1725),Africa,Libya
Dar al Gani 340,5888,Ureilite,591,Found,1997,27.15133,16.045,POINT (16.045 27.15133),Africa,Libya
Dar al Gani 341,5889,L6,357,Found,1997,27.08283,16.129,POINT (16.129 27.08283),Africa,Libya
Dar al Gani 342,5890,L5-6,166,Found,1997,27.10483,16.1195,POINT (16.1195 27.10483),Africa,Libya
Dar al Gani 343,5891,H4,103,Found,1997,27.15467,16.079,POINT (16.079 27.15467),Africa,Libya
Dar al Gani 344,5892,H6,57,Found,1997,27.185,16.0995,POINT (16.0995 27.185),Africa,Libya
Dar al Gani 345,5893,L5,84,Found,1997,27.2165,16.15,POINT (16.15 27.2165),Africa,Libya
Dar al Gani 346,5894,H4,77,Found,1997,27.2915,16.21333,POINT (16.21333 27.2915),Africa,Libya
Dar al Gani 347,5895,H6,47,Found,1997,27.20283,16.05767,POINT (16.05767 27.20283),Africa,Libya
Dar al Gani 348,5896,H4,118,Found,1997,27.20217,16.05833,POINT (16.05833 27.20217),Africa,Libya
Dar al Gani 349,5897,L5,83,Found,1997,27.22667,16.113,POINT (16.113 27.22667),Africa,Libya
Dar al Gani 350,5898,L6,112,Found,1997,27.22483,16.24383,POINT (16.24383 27.22483),Africa,Libya
Dar al Gani 351,5899,H5,858,Found,1997,27.17867,16.259,POINT (16.259 27.17867),Africa,Libya
Dar al Gani 352,5900,L5,111,Found,1997,27.23867,16.12967,POINT (16.12967 27.23867),Africa,Libya
Dar al Gani 353,5901,H3-5,210,Found,1997,27.5965,15.8705,POINT (15.8705 27.5965),Africa,Libya
Dar al Gani 354,5902,H3,82,Found,1997,27.61717,15.96633,POINT (15.96633 27.61717),Africa,Libya
Dar al Gani 355,5903,L6,360,Found,1997,27.67917,15.86533,POINT (15.86533 27.67917),Africa,Libya
Dar al Gani 356,5904,L5/6,129,Found,1997,27.8195,15.8945,POINT (15.8945 27.8195),Africa,Libya
Dar al Gani 357,5905,L6,478,Found,1997,27.86617,15.89733,POINT (15.89733 27.86617),Africa,Libya
Dar al Gani 358,5906,L6,66,Found,1997,28.9055,15.82767,POINT (15.82767 28.9055),Africa,Libya
Dar al Gani 359,5907,L6,42,Found,1997,27.92367,15.83217,POINT (15.83217 27.92367),Africa,Libya
Dar al Gani 360,5908,L6,87,Found,1997,27.9275,15.83117,POINT (15.83117 27.9275),Africa,Libya
Dar al Gani 361,5909,L6,307,Found,1997,27.86217,15.87967,POINT (15.87967 27.86217),Africa,Libya
Dar al Gani 362,5910,L6,527,Found,1997,27.85883,15.8815,POINT (15.8815 27.85883),Africa,Libya
Dar al Gani 363,5911,L6,639,Found,1997,27.84983,15.88583,POINT (15.88583 27.84983),Africa,Libya
Dar al Gani 364,5912,L6,982,Found,1997,27.83933,15.89183,POINT (15.89183 27.83933),Africa,Libya
Dar al Gani 365,5913,L6,198,Found,1997,27.841,15.86817,POINT (15.86817 27.841),Africa,Libya
Dar al Gani 366,5914,L6,233,Found,1997,27.8515,15.8715,POINT (15.8715 27.8515),Africa,Libya
Dar al Gani 367,5915,L6,136,Found,1997,27.85967,15.88017,POINT (15.88017 27.85967),Africa,Libya
Dar al Gani 368,5916,L6,263,Found,1997,27.86167,15.88317,POINT (15.88317 27.86167),Africa,Libya
Dar al Gani 369,5917,H/L3.5,1001,Found,1997,27.94867,15.90133,POINT (15.90133 27.94867),Africa,Libya
Dar al Gani 370,5918,H6,37,Found,1997,27.832,15.83767,POINT (15.83767 27.832),Africa,Libya
Dar al Gani 371,5919,H6,48,Found,1997,27.83533,15.8435,POINT (15.8435 27.83533),Africa,Libya
